id,title,author,avg_rating,ratings,url,img,pages,year
289,Collected Poems of T.S. Eliot,T.S. Eliot,4.32,177,/book/show/20520995-collected-poems-of-t-s-eliot,https://d2arxad8u2l0g7.cloudfront.net/books/1389564178l/20520995.jpg,,1936
290,A Room with a View,E.M. Forster,3.91,"114,845",/book/show/3087.A_Room_with_a_View,https://d.gr-assets.com/books/1388781285l/3087.jpg,240,1908
291,River Bend The Series (River Bend #1-3),Molly McLain,4.62,37,/book/show/25691414-river-bend-the-series,https://d2arxad8u2l0g7.cloudfront.net/books/1433816777l/25691414.jpg,789,1979
292,"If I Forget Thee, Jerusalem",William Faulkner,really liked it 4.00,2,/book/show/29988845-if-i-forget-thee-jerusalem,https://d2arxad8u2l0g7.cloudfront.net/books/1461506827l/29988845.jpg,229,1939
293,#2666 LACE KNIT BLOUSE VINTAGE KNITTING PATTERN,Princess of Patterns,0.00,0,/book/show/18921378-2666-lace-knit-blouse-vintage-knitting-pattern,https://d2arxad8u2l0g7.cloudfront.net/books/1385263393l/18921378.jpg,5,2004
294,Lorca/Blackburn: Poems of Federico García  Lorca,Federico García Lorca,3.77,13,/book/show/595310.Lorca_Blackburn,https://d2arxad8u2l0g7.cloudfront.net/books/1404315923l/595310.jpg,95,1941
295,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,4.04,"578,572",/book/show/18131.A_Wrinkle_in_Time,https://d2arxad8u2l0g7.cloudfront.net/books/1329061522l/18131.jpg,211,1962
296,The House of the Spirits,Isabel Allende,4.19,"127,940",/book/show/9328.The_House_of_the_Spirits,https://d.gr-assets.com/books/1358615501l/9328.jpg,448,1982
297,Jakob von Gunten,Robert Walser,4.02,"2,328",/book/show/513275.Jakob_von_Gunten,https://d2arxad8u2l0g7.cloudfront.net/books/1320554619l/513275.jpg,176,1909
298,The Hound of the Baskervilles,Anthony Hinds,0.00,0,/book/show/2295051.The_Hound_of_the_Baskervilles,https://d2arxad8u2l0g7.cloudfront.net/books/1467512507l/2295051.jpg,70,1901
